7000 6128
1840 26 1
1840 988 1
1840 1000 1
1840 1535 1
1841 130 1
1841 3041 1
1841 4416 1
1841 4625 1
1842 572 1
1842 1431 1
1842 1614 1
1843 236 1
1843 3306 1
1843 4015 1
1844 538 1
1844 4469 1
1845 988 1
1846 352 1
1846 485 1
1846 2505 1
1846 5105 1
1846 5598 1
1847 1149 1
1847 3004 1
1847 4391 1
1847 5553 1
1848 485 1
1849 732 1
1850 1123 1
1850 1145 1
1850 1407 1
1850 5328 1
1851 5466 1
1852 732 1
1852 4469 1
1852 4997 1
1852 5507 1
1853 2118 1
1853 4462 1
1853 4741 1
1854 1079 1
1854 1485 1
1854 2231 1
1854 2606 1
1854 5022 1
1855 4072 1
1855 4711 1
1855 5545 1
1855 5627 1
1856 562 1
1856 1118 1
1856 5965 1
1857 2071 1
1857 4469 1
1858 844 1
1858 6057 1
1859 1043 1
1859 3945 1
1859 4475 1
1860 1435 1
1860 2291 1
1861 205 1
1861 1435 1
1861 2430 1
1861 3601 1
1861 5219 1
1862 2606 1
1862 3910 1
1862 5218 1
1863 1498 1
1863 4253 1
1863 4930 1
1863 5545 1
1864 258 1
1864 1330 1
1864 1407 1
1864 4062 1
1864 4708 1
1865 3785 1
1865 3910 1
1865 4758 1
1865 5889 1
1866 1435 1
1866 1835 1
1866 4105 1
1867 294 1
1868 1003 1
1868 1330 1
1868 3695 1
1869 370 1
1870 2418 1
1870 2552 1
1870 3403 1
1870 5693 1
1871 1431 1
1871 4506 1
1871 5609 1
1872 335 1
1872 698 1
1872 1435 1
1872 1789 1
1873 4895 1
1874 73 1
1874 1330 1
1874 2430 1
1875 1593 1
1875 5849 1
1876 1330 1
1876 3852 1
1877 49 1
1877 1407 1
1877 4698 1
1877 4932 1
1877 5581 1
1878 988 1
1878 4783 1
1878 5772 1
1879 274 1
1879 3222 1
1880 514 1
1880 2430 1
1880 3083 1
1881 2505 1
1881 5545 1
1882 988 1
1882 3601 1
1883 4917 1
1883 5849 1
1884 1076 1
1884 1556 1
1884 2047 1
1884 4139 1
1885 5840 1
1886 5581 1
1887 2699 1
1887 5738 1
1888 2684 1
1888 3283 1
1888 4475 1
1888 4930 1
1889 161 1
1889 4011 1
1890 1269 1
1890 2701 1
1890 2879 1
1890 2979 1
1890 4178 1
1891 1187 1
1891 1348 1
1891 2434 1
1891 4442 1
1891 5812 1
1892 3504 1
1893 1053 1
1893 1435 1
1893 4031 1
1893 5218 1
1894 129 1
1894 372 1
1894 3619 1
1894 4014 1
1895 1431 1
1895 1540 1
1895 3095 1
1895 3993 1
1895 3996 1
1896 171 1
1896 1333 1
1896 1407 1
1896 2079 1
1896 4475 1
1897 485 1
1897 2433 1
1897 3631 1
1897 4661 1
1898 1862 1
1898 4475 1
1899 335 1
1899 3366 1
1899 3910 1
1899 4758 1
1900 1407 1
1900 1562 1
1900 3353 1
1900 3511 1
1901 2505 1
1901 4730 1
1901 5612 1
1902 69 1
1902 554 1
1902 1914 1
1903 562 1
1903 961 1
1903 988 1
1903 2430 1
1903 5800 1
1904 1879 1
1904 3156 1
1905 412 1
1905 5609 1
1905 6030 1
1906 410 1
1906 3401 1
1907 1043 1
1907 1180 1
1907 1190 1
1907 1968 1
1908 1003 1
1908 1245 1
1908 1879 1
1908 5485 1
1909 489 1
1909 1431 1
1909 4391 1
1910 1184 1
1910 2952 1
1910 3717 1
1910 5035 1
1911 1197 1
1911 3041 1
1912 1431 1
1912 4034 1
1912 4908 1
1912 5839 1
1913 988 1
1913 2430 1
1913 3910 1
1913 6053 1
1914 1149 1
1914 2940 1
1915 13 1
1915 1330 1
1915 1407 1
1915 4708 1
1916 1431 1
1916 4942 1
1916 5647 1
1917 1197 1
1917 1354 1
1917 2505 1
1917 5336 1
1918 1435 1
1919 554 1
1919 1341 1
1919 1914 1
1920 844 1
1920 936 1
1920 1435 1
1920 2057 1
1920 5243 1
1921 1053 1
1921 5379 1
1922 359 1
1922 4027 1
1922 4155 1
1923 485 1
1923 3089 1
1923 3565 1
1923 4363 1
1923 4423 1
1924 411 1
1924 2240 1
1924 4192 1
1924 4426 1
1924 5044 1
1925 1435 1
1925 2430 1
1926 274 1
1926 485 1
1927 96 1
1927 2535 1
1928 1369 1
1928 1675 1
1928 2138 1
1928 3306 1
1928 5331 1
1929 453 1
1929 1407 1
1929 1821 1
1929 2552 1
1929 5849 1
1930 1431 1
1930 1957 1
1931 554 1
1931 1431 1
1931 1772 1
1931 2284 1
1931 4997 1
1932 886 1
1932 1079 1
1932 2483 1
1932 5609 1
1933 1053 1
1933 1435 1
1933 4051 1
1934 3582 1
1934 3966 1
1934 4997 1
1934 5088 1
1935 485 1
1935 4241 1
1935 4709 1
1935 4851 1
1935 5511 1
1936 988 1
1937 2079 1
1937 5581 1
1937 5849 1
1938 1249 1
1938 2273 1
1938 2432 1
1939 309 1
1939 988 1
1939 1435 1
1939 2430 1
1940 3107 1
1940 3185 1
1940 3401 1
1940 5576 1
1940 5834 1
1941 3156 1
1941 3721 1
1941 3751 1
1942 495 1
1943 1269 1
1943 2195 1
1943 3631 1
1943 4999 1
1944 562 1
1944 1435 1
1944 2333 1
1944 4371 1
1944 5195 1
1945 1525 1
1945 2794 1
1945 4997 1
1945 5509 1
1946 495 1
1946 3794 1
1946 4287 1
1946 4687 1
1947 941 1
1947 1180 1
1948 2344 1
1948 2719 1
1948 3433 1
1949 562 1
1950 3910 1
1950 5218 1
1951 988 1
1951 2430 1
1951 5911 1
1952 1407 1
1953 2552 1
1953 3394 1
1954 88 1
1954 177 1
1954 5331 1
1955 1656 1
1956 1053 1
1956 1431 1
1956 2415 1
1956 2552 1
1957 412 1
1957 718 1
1958 1087 1
1958 5655 1
1959 236 1
1959 408 1
1959 2532 1
1960 1435 1
1960 1614 1
1960 4646 1
1961 1186 1
1961 4475 1
1962 1041 1
1962 1219 1
1962 4381 1
1963 3941 1
1964 1407 1
1964 3549 1
1964 4382 1
1965 3601 1
1966 1448 1
1966 5545 1
1966 5599 1
1967 485 1
1967 2505 1
1967 5602 1
1968 2502 1
1968 5643 1
1969 2396 1
1970 5593 1
1970 5609 1
1971 343 1
1971 2221 1
1971 5598 1
1971 5651 1
1972 1431 1
1972 5609 1
1973 1681 1
1974 1197 1
1974 3341 1
1975 1205 1
1975 4242 1
1975 5695 1
1976 2454 1
1976 4312 1
1976 5521 1
1977 1398 1
1978 857 1
1978 1159 1
1978 2430 1
1978 5456 1
1979 1202 1
1979 2079 1
1980 124 1
1980 340 1
1980 1000 1
1980 1431 1
1981 2584 1
1981 4125 1
1981 4541 1
1981 5678 1
1981 5788 1
1982 2210 1
1982 2669 1
1982 5380 1
1982 5788 1
1983 1269 1
1984 988 1
1984 2430 1
1985 988 1
1985 1465 1
1985 2875 1
1985 3910 1
1986 1431 1
1986 2173 1
1986 4860 1
1987 792 1
1987 1835 1
1987 3259 1
1987 5218 1
1987 5281 1
1988 732 1
1988 4469 1
1989 411 1
1989 2876 1
1989 4738 1
1989 5066 1
1990 429 1
1990 1969 1
1991 2258 1
1991 2890 1
1991 4239 1
1992 988 1
1992 2426 1
1992 2430 1
1993 1513 1
1994 343 1
1994 1407 1
1995 728 1
1995 916 1
1995 3730 1
1995 3910 1
1996 3499 1
1997 857 1
1997 988 1
1997 1588 1
1997 4981 1
1997 5641 1
1998 110 1
1998 3409 1
1998 5609 1
1998 5938 1
1999 1465 1
1999 3910 1
2000 805 1
2000 1053 1
2001 1245 1
2001 5171 1
2002 1330 1
2002 1407 1
2002 4930 1
2003 1186 1
2003 1873 1
2003 5609 1
2004 171 1
2004 1149 1
2004 4930 1
2004 5216 1
2005 844 1
2005 1269 1
2005 1964 1
2005 4224 1
2005 5592 1
2006 2169 1
2006 4772 1
2006 5609 1
2007 1431 1
2007 3540 1
2007 4125 1
2008 988 1
2008 2430 1
2009 1940 1
2009 3206 1
2009 4468 1
2009 4680 1
2009 4928 1
2010 1053 1
2011 1080 1
2012 1677 1
2012 2505 1
2013 52 1
2013 3599 1
2013 5311 1
2013 5596 1
2014 412 1
2014 1123 1
2014 1145 1
2014 4419 1
2014 4455 1
2015 1695 1
2015 2434 1
2015 6048 1
2016 805 1
2016 1431 1
2016 5360 1
2017 502 1
2017 1435 1
2017 3516 1
2018 1149 1
2018 3004 1
2018 3945 1
2019 988 1
2019 1292 1
2019 5164 1
2020 1330 1
2020 3928 1
2020 3967 1
2021 529 1
2021 5609 1
2022 2946 1
2022 4469 1
2022 4997 1
2023 562 1
2023 1118 1
2024 2547 1
2024 2610 1
2024 3566 1
2025 1149 1
2025 1686 1
2025 2973 1
2026 3348 1
2026 4469 1
2027 4168 1
2027 4997 1
2028 418 1
2028 988 1
2028 1435 1
2028 2430 1
2029 1441 1
2029 4711 1
2029 5545 1
2030 841 1
2030 1431 1
2030 5578 1
2031 1435 1
2031 2335 1
2031 3795 1
2032 535 1
2032 5104 1
2033 1435 1
2033 2792 1
2033 3359 1
2034 3910 1
2034 5218 1
2035 1614 1
2035 2816 1
2035 5215 1
2035 5609 1
2035 5615 1
2036 3141 1
2037 1186 1
2037 3057 1
2037 3631 1
2037 4475 1
2037 4930 1
2038 1395 1
2038 2022 1
2038 4801 1
2039 988 1
2040 1435 1
2040 2430 1
2041 892 1
2041 1407 1
2041 5849 1
2042 2227 1
2042 5849 1
2043 1435 1
2043 5218 1
2044 1435 1
2044 2036 1
2044 4178 1
2045 335 1
2045 2430 1
2045 3601 1
2046 1154 1
2046 2172 1
2046 3540 1
2046 5609 1
2047 732 1
2047 4997 1
2048 264 1
2048 1707 1
2048 3903 1
2049 1269 1
2049 3635 1
2049 4605 1
2050 1145 1
2050 1407 1
2051 115 1
2051 1536 1
2051 4836 1
2052 1456 1
2052 1977 1
2052 5464 1
2053 4475 1
2053 4930 1
2054 1186 1
2054 4475 1
2054 4685 1
2054 4930 1
2054 6000 1
2055 988 1
2055 1664 1
2055 2430 1
2055 3039 1
2056 3201 1
2056 4077 1
2056 4997 1
2057 5609 1
2058 554 1
2058 1914 1
2058 2676 1
2059 340 1
2059 732 1
2059 1733 1
2059 4469 1
2059 4997 1
2060 322 1
2060 1053 1
2060 1435 1
2060 2408 1
2060 3813 1
2061 1626 1
2061 4469 1
2061 4997 1
2062 562 1
2062 961 1
2062 1269 1
2063 1833 1
2063 3751 1
2063 5287 1
2064 1053 1
2064 5609 1
2065 732 1
2065 2921 1
2065 4997 1
2065 5358 1
2066 1437 1
2066 3415 1
2066 4930 1
2067 2552 1
2067 5609 1
2068 664 1
2068 1985 1
2068 2010 1
2068 4348 1
2069 1330 1
2069 1420 1
2069 3553 1
2069 5462 1
2069 5849 1
2070 706 1
2070 5372 1
2071 652 1
2071 1053 1
2072 109 1
2072 562 1
2072 1269 1
2072 1976 1
2073 629 1
2073 3639 1
2073 5243 1
2074 1123 1
2074 4930 1
2075 1330 1
2075 1879 1
2075 3721 1
2076 732 1
2076 2729 1
2076 5779 1
2077 2243 1
2077 4061 1
2078 60 1
2078 1383 1
2078 1435 1
2079 2525 1
2080 1188 1
2080 2247 1
2081 1435 1
2081 1466 1
2081 2328 1
2081 5609 1
2081 6046 1
2082 262 1
2083 652 1
2083 1001 1
2083 2160 1
2084 434 1
2084 1435 1
2084 4341 1
2085 1407 1
2085 4227 1
2085 4797 1
2086 335 1
2086 1435 1
2086 2430 1
2087 2026 1
2087 2240 1
2087 4416 1
2087 4718 1
2088 1815 1
2088 3206 1
2088 5655 1
2089 676 1
2089 1431 1
2089 5005 1
2089 5601 1
2090 4469 1
2091 3597 1
2092 1186 1
2092 1192 1
2092 3945 1
2092 4930 1
2093 495 1
2093 2528 1
2093 4618 1
2093 5596 1
2094 988 1
2094 2024 1
2094 2430 1
2094 3815 1
2094 3910 1
2095 365 1
2095 1575 1
2095 2668 1
2096 988 1
2096 1549 1
2097 1431 1
2097 2314 1
2097 2749 1
2098 411 1
2098 1197 1
2098 2745 1
2098 4841 1
2098 5841 1
2099 1563 1
2099 4592 1
2099 5609 1
2100 4077 1
2100 4469 1
2101 1125 1
2101 3462 1
2101 5598 1
2102 1032 1
2102 1835 1
2102 2079 1
2102 3935 1
2102 4693 1
2103 242 1
2103 372 1
2103 2660 1
2103 3550 1
2104 5371 1
2104 6121 1
2105 2318 1
2105 2990 1
2105 5609 1
2106 2691 1
2107 1330 1
2108 1407 1
2108 2942 1
2108 3776 1
2108 5707 1
2109 1431 1
2109 2454 1
2109 4997 1
2110 844 1
2110 1031 1
2110 1269 1
2110 1535 1
2110 3283 1
2111 1330 1
2111 5254 1
2112 3102 1
2112 5104 1
2112 5483 1
2113 193 1
2113 485 1
2113 5112 1
2113 5948 1
2114 3601 1
2115 314 1
2115 372 1
2116 2552 1
2116 4077 1
2117 343 1
2117 2160 1
2118 1407 1
2118 2474 1
2118 5733 1
2119 1431 1
2119 1614 1
2120 485 1
2120 2505 1
2120 5217 1
2120 5598 1
2121 732 1
2121 937 1
2122 3885 1
2122 3990 1
2122 4469 1
2122 5079 1
2122 5730 1
2123 838 1
2123 1937 1
2123 3435 1
2123 3562 1
2124 844 1
2124 2336 1
2124 6088 1
2125 1089 1
2125 1330 1
2125 1407 1
2126 38 1
2126 177 1
2126 2430 1
2127 1431 1
2127 2461 1
2127 3559 1
2128 1435 1
2128 3504 1
2128 4613 1
2128 5598 1
2128 5609 1
2129 3448 1
2130 2872 1
2130 3457 1
2131 1053 1
2131 5467 1
2132 1407 1
2132 2243 1
2132 4416 1
2133 3746 1
2134 1269 1
2134 3736 1
2135 3552 1
2135 5074 1
2135 5609 1
2136 290 1
2136 988 1
2136 1711 1
2136 3041 1
2136 4251 1
2137 1535 1
2137 1707 1
2137 5968 1
2138 1614 1
2139 1494 1
2139 4367 1
2139 4998 1
2139 5545 1
2140 2596 1
2140 2739 1
2140 2801 1
2140 2802 1
2141 2505 1
2141 3041 1
2141 3494 1
2141 3714 1
2142 988 1
2143 644 1
2143 3422 1
2143 4253 1
2144 2554 1
2144 3041 1
2144 3695 1
2144 4469 1
2145 379 1
2145 2774 1
2145 4742 1
2145 5074 1
2145 5609 1
2146 1431 1
2146 5609 1
2146 5839 1
2147 652 1
2148 988 1
2148 2313 1
2148 2430 1
2148 5477 1
2149 1186 1
2149 1821 1
2149 2552 1
2149 4475 1
2150 175 1
2150 3941 1
2151 556 1
2151 636 1
2151 4429 1
2152 485 1
2152 1753 1
2153 988 1
2153 2430 1
2154 2301 1
2154 3800 1
2154 4475 1
2154 5193 1
2155 172 1
2155 975 1
2155 3795 1
2155 4674 1
2155 5342 1
2156 485 1
2156 942 1
2156 4273 1
2156 4292 1
2156 5598 1
2157 732 1
2157 1543 1
2157 4077 1
2157 4469 1
2158 2174 1
2159 564 1
2159 1431 1
2159 1442 1
2159 2678 1
2160 1245 1
2160 2434 1
2160 2879 1
2160 5788 1
2161 2176 1
2161 4475 1
2162 1330 1
2162 1879 1
2162 4976 1
2162 5565 1
2163 2675 1
2163 3805 1
2164 1435 1
2164 3910 1
2164 5218 1
2165 173 1
2165 724 1
2165 3354 1
2165 4962 1
2166 434 1
2166 1053 1
2166 1435 1
2166 2552 1
2166 5989 1
2167 1927 1
2167 2430 1
2167 3910 1
2168 2300 1
2169 4273 1
2170 356 1
2170 365 1
2171 135 1
2171 2396 1
2172 1053 1
2172 1653 1
2172 2552 1
2172 4627 1
2173 1407 1
2174 150 1
2174 1431 1
2175 514 1
2175 2003 1
2175 2430 1
2176 1927 1
2176 2160 1
2176 4034 1
2177 636 1
2177 2110 1
2178 3690 1
2179 1407 1
2179 1707 1
2179 5849 1
2180 931 1
2180 3149 1
2180 4234 1
2181 1767 1
2182 1087 1
2182 2073 1
2183 1138 1
2183 2613 1
2183 3504 1
2184 3041 1
2184 3494 1
2184 5609 1
2185 644 1
2185 844 1
2185 1269 1
2185 2121 1
2186 5239 1
2186 5315 1
2187 1844 1
2187 4128 1
2188 495 1
2188 2528 1
2189 199 1
2189 1435 1
2189 4830 1
2190 2396 1
2190 2759 1
2190 4358 1
2190 4982 1
2190 5265 1
2191 3910 1
2191 5218 1
2192 441 1
2192 731 1
2193 160 1
2193 2068 1
2193 3504 1
2194 5407 1
2194 5609 1
2195 2457 1
2195 4813 1
2196 1269 1
2196 1431 1
2196 2099 1
2197 2613 1
2197 5609 1
2197 5906 1
2198 2532 1
2198 2694 1
2198 5218 1
2199 1431 1
2199 1756 1
2200 485 1
2200 2705 1
2200 5333 1
2200 5598 1
2201 1556 1
2202 2079 1
2202 2334 1
2203 259 1
2203 3365 1
2203 4307 1
2203 5651 1
2204 485 1
2204 937 1
2204 5661 1
2205 1412 1
2205 2871 1
2205 3309 1
2205 4169 1
2205 5609 1
2206 189 1
2206 937 1
2206 2694 1
2206 3674 1
2206 4469 1
2207 868 1
2207 956 1
2207 2800 1
2207 3761 1
2208 1435 1
2208 5218 1
2209 125 1
2209 333 1
2209 2885 1
2210 299 1
2210 1944 1
2210 2675 1
2211 489 1
2211 988 1
2211 1459 1
2211 4795 1
2212 1330 1
2212 4034 1
2212 4672 1
2213 485 1
2213 1755 1
2213 5545 1
2214 1932 1
2214 2797 1
2214 2801 1
2214 4469 1
2214 4997 1
2215 4040 1
2215 4930 1
2215 5475 1
2216 116 1
2216 1869 1
2216 5360 1
2217 4944 1
2217 5254 1
2217 5285 1
2218 485 1
2218 4093 1
2218 4363 1
2219 411 1
2219 1670 1
2219 3406 1
2220 803 1
2220 5903 1
2221 1149 1
2221 2047 1
2221 2986 1
2221 3004 1
2222 1186 1
2222 1407 1
2223 1525 1
2223 4402 1
2223 4469 1
2223 4997 1
2224 975 1
2224 3856 1
2225 652 1
2225 1911 1
2225 2906 1
2225 2979 1
2225 5933 1
2226 937 1
2226 4469 1
2226 4921 1
2227 1836 1
2227 2876 1
2227 4999 1
2228 891 1
2229 287 1
2229 1407 1
2229 3360 1
2230 5282 1
2230 5609 1
2231 2505 1
2231 3669 1
2232 5243 1
2233 732 1
2233 1936 1
2233 4997 1
2234 5598 1
2235 411 1
2235 4262 1
2235 5632 1
2236 372 1
2236 1800 1
2236 4296 1
2236 4992 1
2237 3504 1
2238 57 1
2238 1487 1
2239 2003 1
2239 2706 1
2240 1940 1
2240 3079 1
2241 3482 1
2241 4716 1
2242 1269 1
2243 1407 1
2243 3435 1
2243 3553 1
2243 5163 1
2244 1053 1
2245 732 1
2245 1525 1
2245 2687 1
2245 4836 1
2245 4997 1
2246 1330 1
2246 1407 1
2246 5360 1
2246 5920 1
2247 5609 1
2248 636 1
2248 1407 1
2248 3869 1
2249 988 1
2249 2145 1
2249 3601 1
2249 5502 1
2250 2561 1
2250 3001 1
2250 4030 1
2251 38 1
2251 345 1
2251 3852 1
2252 1431 1
2252 4267 1
2252 6000 1
2253 1269 1
2253 1378 1
2253 2160 1
2253 3255 1
2254 652 1
2254 1675 1
2254 2160 1
2254 2502 1
2254 4131 1
2255 888 1
2255 939 1
2255 2217 1
2256 3553 1
2257 280 1
2257 1078 1
2257 1285 1
2257 1757 1
2257 2047 1
2258 1431 1
2258 1803 1
2258 2694 1
2258 4129 1
2259 72 1
2259 1407 1
2259 3005 1
2259 4341 1
2259 4362 1
2260 2430 1
2260 4783 1
2261 698 1
2261 988 1
2261 3910 1
2261 5218 1
2262 3753 1
2262 4469 1
2263 5590 1
2263 5598 1
2264 732 1
2264 4469 1
2264 4997 1
2265 1833 1
2265 5545 1
2266 1078 1
2266 1269 1
2266 1512 1
2266 1857 1
2266 5920 1
2267 538 1
2267 1435 1
2267 1899 1
2267 1913 1
2267 2687 1
2268 1407 1
2268 5219 1
2269 1352 1
2269 2580 1
2269 5609 1
2270 38 1
2270 652 1
2270 2502 1
2271 1330 1
2271 1407 1
2272 173 1
2272 3283 1
2272 5064 1
2272 5622 1
2273 408 1
2273 1077 1
2273 1407 1
2274 718 1
2274 1435 1
2274 2642 1
2275 23 1
2275 150 1
2275 1431 1
2275 5609 1
2276 2070 1
2276 5254 1
2277 1043 1
2277 1653 1
2277 4930 1
2278 3327 1
2279 1431 1
2279 3937 1
2279 5954 1
2280 1431 1
2281 69 1
2281 453 1
2281 988 1
2281 1914 1
2282 232 1
2282 5947 1
2283 2160 1
2283 3917 1
2283 5992 1
2284 485 1
2285 2150 1
2285 4703 1
2285 5840 1
2286 1118 1
2286 1435 1
2286 5878 1
2287 652 1
2287 2502 1
2287 3060 1
2288 1617 1
2288 1833 1
2289 2396 1
2290 988 1
2290 5218 1
2291 2396 1
2291 4004 1
2291 4385 1
2291 5864 1
2292 372 1
2292 1624 1
2292 4878 1
2292 4895 1
2293 554 1
2293 1772 1
2293 1914 1
2293 3190 1
2294 970 1
2294 1330 1
2294 1898 1
2294 5870 1
2295 988 1
2295 1330 1
2295 3601 1
2296 257 1
2296 3406 1
2296 4731 1
2297 2397 1
2297 5974 1
2298 782 1
2298 2240 1
2298 3041 1
2298 4625 1
2299 5598 1
2300 485 1
2300 3991 1
2301 554 1
2301 2954 1
2301 5840 1
2302 406 1
2302 1940 1
2302 2017 1
2303 1137 1
2303 1407 1
2303 5609 1
2304 732 1
2304 1623 1
2304 4469 1
2305 1690 1
2305 1724 1
2305 2505 1
2305 3322 1
2305 3376 1
2306 3206 1
2306 3391 1
2307 3156 1
2307 3975 1
2308 562 1
2308 584 1
2308 1330 1
2308 3097 1
2309 1431 1
2309 2168 1
2309 2473 1
2310 1435 1
2310 1617 1
2310 2396 1
2310 2505 1
2310 3375 1
2311 652 1
2312 4966 1
2313 2047 1
2313 3985 1
2313 5164 1
2313 5219 1
2314 1402 1
2314 1525 1
2314 4077 1
2314 4997 1
2315 1869 1
2315 2923 1
2316 423 1
2316 5609 1
2316 5840 1
2316 5882 1
2317 264 1
2317 485 1
2317 5295 1
2318 532 1
2318 685 1
2318 2505 1
2318 5267 1
2319 1435 1
2319 5218 1
2320 1431 1
2320 2558 1
2320 4009 1
2321 1269 1
2321 3312 1
2321 5576 1
2322 1350 1
2322 1916 1
2322 5609 1
2323 15 1
2323 1330 1
2323 2380 1
2323 5147 1
2323 5424 1
2324 1435 1
2324 2687 1
2324 2927 1
2325 1269 1
2325 1512 1
2325 3259 1
2325 5368 1
2326 1827 1
2326 5533 1
2327 1368 1
2327 1458 1
2327 3680 1
2327 5384 1
2328 1053 1
2328 4040 1
2329 427 1
2329 1197 1
2329 5598 1
2329 5841 1
2330 3567 1
2331 583 1
2331 636 1
2331 4183 1
2332 1857 1
2332 4241 1
2332 4606 1
2333 732 1
2333 1078 1
2333 2721 1
2333 3193 1
2333 4997 1
2334 4038 1
2334 4435 1
2334 4469 1
2335 1149 1
2336 988 1
2336 2202 1
2336 2430 1
2336 3007 1
2336 3910 1
2337 3201 1
2337 5609 1
2338 1269 1
2339 144 1
2339 485 1
2339 3602 1
2339 4273 1
2340 1078 1
2340 1435 1
2340 2792 1
2341 988 1
2341 3601 1
2341 5164 1
2342 2169 1
2342 5596 1
2342 5609 1
2343 485 1
2343 4179 1
2344 5609 1
2345 5609 1
2345 5925 1
2346 2160 1
2347 1221 1
2347 6025 1
2348 2014 1
2348 3156 1
2348 3975 1
2349 1665 1
2349 3041 1
2350 988 1
2350 1435 1
2350 3458 1
2351 5267 1
2352 931 1
2352 1431 1
2352 3149 1
2352 4795 1
2353 412 1
2353 1123 1
2353 1145 1
2353 4708 1
2354 2430 1
2354 4079 1
2355 272 1
2355 2446 1
2356 1407 1
2356 5545 1
2356 5849 1
2357 1053 1
2357 2505 1
2357 5598 1
2358 1330 1
2358 1407 1
2358 5568 1
2359 1538 1
2359 1815 1
2359 3308 1
2359 3456 1
2360 1407 1
2360 3929 1
2361 280 1
2361 2054 1
2361 3667 1
2362 2244 1
2362 5336 1
2363 1043 1
2363 4208 1
2364 2298 1
2364 5609 1
2365 73 1
2365 1330 1
2365 1407 1
2365 4708 1
2365 4912 1
2366 988 1
2366 2430 1
2366 4042 1
2367 1407 1
2367 3621 1
2368 652 1
2368 1153 1
2368 2160 1
2368 2502 1
2368 5475 1
2369 4224 1
2369 4361 1
2369 4997 1
2369 5085 1
2370 42 1
2370 669 1
2370 3063 1
2370 5712 1
2370 6119 1
2371 4566 1
2372 988 1
2372 2430 1
2372 2694 1
2372 4391 1
2372 5397 1
2373 177 1
2373 1443 1
2374 4711 1
2374 5627 1
2375 177 1
2375 3601 1
2376 1617 1
2376 2505 1
2376 2872 1
2377 842 1
2377 988 1
2378 988 1
2378 1435 1
2378 4144 1
2379 2044 1
2380 371 1
2380 5280 1
2381 698 1
2381 1215 1
2381 4812 1
2382 1512 1
2382 3320 1
2383 485 1
2383 5021 1
2384 1435 1
2384 4724 1
2385 1798 1
2385 1916 1
2385 5639 1
2386 1227 1
2386 4931 1
2387 1032 1
2387 1407 1
2388 485 1
2388 5839 1
2388 5948 1
2389 3188 1
2390 2552 1
2390 3601 1
2391 5121 1
2392 1435 1
2392 2547 1
2392 2687 1
2392 5219 1
2392 5788 1
2393 2079 1
2393 5581 1
2394 1614 1
2394 2654 1
2394 3079 1
2394 5596 1
2394 5609 1
2395 519 1
2395 5849 1
2396 221 1
2396 3085 1
2396 4169 1
2396 5609 1
2397 71 1
2398 432 1
2398 5926 1
2399 988 1
2400 1742 1
2400 2350 1
2400 3910 1
2400 6122 1
2401 408 1
2401 2591 1
2402 1053 1
2402 1435 1
2402 3306 1
2403 230 1
2403 1053 1
2404 2022 1
2404 3054 1
2404 4801 1
2405 2333 1
2405 2906 1
2406 4219 1
2407 3149 1
2407 3910 1
2408 131 1
2408 636 1
2408 2070 1
2408 3553 1
2409 1431 1
2409 2687 1
2410 4469 1
2410 5026 1
2410 5358 1
2411 937 1
2411 4469 1
2412 951 1
2412 1192 1
2412 4930 1
2413 652 1
2413 3385 1
2413 5550 1
2414 652 1
2414 1029 1
2415 2505 1
2415 5044 1
2416 2190 1
2416 4469 1
2417 371 1
2417 485 1
2417 4166 1
2417 5545 1
2418 1269 1
2419 1269 1
2419 2408 1
2419 2627 1
2419 3462 1
2420 513 1
2420 1407 1
2421 367 1
2421 1065 1
2421 2659 1
2421 3316 1
2421 5598 1
2422 1043 1
2422 1944 1
2422 4475 1
2422 4930 1
2423 985 1
2423 2102 1
2424 1407 1
2424 3434 1
2424 3553 1
2424 5849 1
2425 732 1
2425 2966 1
2425 4205 1
2425 4469 1
2426 1435 1
2426 1755 1
2427 96 1
2427 1431 1
2427 1507 1
2427 2276 1
2427 2585 1
2428 1431 1
2429 3910 1
2429 5119 1
2430 1407 1
2430 3201 1
2430 5360 1
2431 1149 1
2431 2552 1
2431 3004 1
2431 4930 1
2432 1330 1
2432 2292 1
2432 3721 1
2432 3928 1
2432 5849 1
2433 630 1
2433 724 1
2433 4081 1
2434 234 1
2435 1407 1
2435 5528 1
2435 5849 1
2436 1149 1
2436 3004 1
2436 3945 1
2437 1407 1
2437 1944 1
2438 1197 1
2438 4212 1
2439 1431 1
2439 2129 1
2439 5787 1
2440 669 1
2440 907 1
2440 2505 1
2440 5545 1
2441 1787 1
2441 4449 1
2441 4995 1
2442 1269 1
2443 988 1
2443 1858 1
2443 2430 1
2443 3906 1
2443 4125 1
2444 1269 1
2445 189 1
2445 1431 1
2446 2407 1
2446 6035 1
2447 1637 1
2448 1435 1
2448 5243 1
2449 988 1
2449 4566 1
2449 5285 1
2450 3733 1
2451 1407 1
2451 5009 1
2451 5839 1
2452 274 1
2452 2103 1
2452 4923 1
2452 5254 1
2453 2665 1
2454 1123 1
2454 1407 1
2454 5849 1
2455 128 1
2455 234 1
2455 1087 1
2455 5489 1
2456 988 1
2456 3910 1
2457 1435 1
2457 2491 1
2457 5371 1
2458 451 1
2458 1053 1
2458 1435 1
2458 2430 1
2458 3306 1
2459 2430 1
2459 5109 1
2460 4906 1
2460 5116 1
2460 5697 1
2460 5752 1
2461 177 1
2461 1188 1
2461 4434 1
